Label,ID,Texte
H,997949316672212992,"toi jvais pas te lâcher espèce d’immense merde, quand t’étais au camp nou espèce de sale merde et que tu pleurais sale trisomique de gros homosexuel de mes couilles tu faisait moins le malin non? espèce de sous merde de gros fils de pute https://t.co/c42Wt1W2en"
H,998274523907657728,"PTDR t’es juste tombé sur une famille de trou du cul comme il y en a dans chaque pays mais une grosse partie de la population tunisienne est noir, ils sont plus tunisien que moi donc ne cris pas des généralités stp https://t.co/Np36QFstjz"
N,998315606947565568,"@riouyoann Un caillassage d'un bus(joueurs à l'intérieur),insulte raciste,but injustement refusé au Havre,2rouges incompréhensibles,un entraîneur corse expulsé qui est pourtant sur le terrain pendant les prolongations, un envahissement de terrain (pendant le match).Merci @LFPfr #ACAHAC"
S,998338774458355713,@JxSantini @KakkEto @MMAchille @laurentlokoli Laisse tomber @JxSantini tu as à un peuple de bobo soit disant humaniste qui se cague dessus se fait égorger dans la rue et organise des marchés blanche ...il detienne la vérité et donne des leçon à la terre entière et se font caguer dessus par la racaille .
S,997854409563496449,"@valerieboyer13 ATTENTION RAMADAM après le 15 mai ! = leur ""Dieu"" ou EI  leur ordonne de TUER ENCORE PLUS DE MECREANTS DURANT CETTE PERIODE !! DEHORS LES FICHES S SINON FN EN 2022 !! REAGISSEZ Bordel !!..EN SYRIE les FICHES S sinon FN au pouvoir !!??!!!...AYEZ DE L'AUTORITE avec cette RACAILLE !"
N,998303986875813889,"@Maitre_Eolas OOoooh, le tweet à deux balles. Vivement que vous ayez à défendre un néo nazi qui à toujours je bras droit en l'air. Car d'autres ont aussi décidé que ce n'était pas réglementaire. Au bout d'un moment, il faut peut être se regarder dans la glace en relisant ses tweet non ?"
N,997919488728272898,"&amp;#8211; Le chapitre de la Californie NAACP est la première mise sur upping des manifestations de l'hymne national en appelant à la chanson à remplacer comme l'hymne national du pays parce qu'il est « raciste ».
« Cette chanson est mauvaise, » prés ..."
,998473965956935680,@Frimousse5463 bonjour chère Evelyne je le souhaite de tout coeur on en peut plus de cette France sous la racaille bisous bonne journée 😍😍😍💋💋
N,998179955094761472,"@ATHENA_YS @RatelTv1 Mahomet était raciste et avait des esclaves noirs même à sa mort.
Si vous faites allusion à Bilal, il était simple horloge humaine chargé de réveiller ses maîtres arabes qui dormaient profondément à l'heure de la prière."
N,997799454257369090,"Avez-vous dénoncé le #racisme de @twitter @franckie_abanda ?
Après tout vous n'avez pas 9000 abonnés et @geniebouchard en a 1,7 million!
😭😭😭😭😭"
N,998568588087881728,"@guillaum_meyer @2027France @jo_delb Souvent on lit des articles sur ""cet oncle raciste qu'on doit se farcir au repas de famille"" Ben voilà c'est lui."
N,997896596921741318,"@PRINCEFR_ wesh le sang déjà force à toi pour tes stream est tes vidéos ! 
J'espère tu vas faire du sale au deux mec sui t'on pris en traite affaire à suivre"
N,998504089129553921,"@ada_marra @jet_dencre Parce que? Prenons votre histoire: racisme il y eu avec une étable comme dortoir, racisme il y a avec des meilleures conditions aujourd'hui (=moins de précarité). Qu'est-ce qui motive votre argument?"
N,998183176043487234,Elle et son époux sont d'abords raciste.. espérons que harry soit vraiment vraiment amoureux et qu'elle aime assez son petit fils https://t.co/R1EYX01VkH
H,998482197920342016,"L 214 publie une vidéo choc sur un élevage de poules breton, les réactions en Bretagne - France 3 Bretagne https://t.co/TpjiVsjRZm
Sale encule de merde du système 😎"
N,998341807917420544,@jjaeghasae @maileechrr Eheheh « pareil » ?! Eh d’où 25 ans là ? Retourne dans ta chambre et pleure sale gosse à la place de traîner des gens cougars là jfkdkzjbzhz https://t.co/y1Vs66zpxN
N,998206023457525761,"@joe_le_zef @Dame_Fanny Tu noteras d'ailleurs qu'on ne dit pas ""individu de race x ou y"" mais bien, individu racisé-e, à savoir une personne subissant le racisme."
N,998564408400982016,"#Premium #France 386 Reviews: Apple  Iphone 32go Smartphone Débloqué Reconditionné Certifié. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/eOTf7JOeOi] https://t.co/hgGx3IWxcf"
N,998500432552103936,"@lugdulu67 @ldd64 @lesterriens @BelattarYassine @EmmanuelMacron Pas un grand malade. Un complice. La sémantique est très importante. Elle conduit petit a petit le peuple a accepter l'inacceptable. Comme de traiter de racistes ceux qui osent critiquer l'islam. Ce mot transforme une opinion en délit.
Car le racisme est un délit."
N,998205545852145666,"Je me suis toujours basé sur des arguments et la pouf on m'apprend que je suis raciste, islamophobe et que j'exprime un mépris de classe. En plus de tomber face à des gens qui font des généralités de tout les partis. La politique parfois ça me dégoute tellement vous êtes des"
N,998307474770980865,@Sht_dono Surtout que Le Havre a été harcelé et agressé depuis au moins vendredi. Insultes racistes et anti Françaises aussi mais le fait de chambrer un public en partie raciste c’est condamnable.
N,998111670449958912,"#Premium #France 386 Reviews: Apple  Iphone Smartphone Débloqué Ecran Pouces Gris Sidéral for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/2cGrZrRq2V] https://t.co/vJgetIDzt6"
N,997941566793711616,"#SLT @lesterriens 
 @T_Ardisson pas rancunier de recevoir @BelattarYassine , ce dernier l’ayant traité de nazi par le passé … https://t.co/oOTbaA9NAw"
N,998312122428940294,"Faire (1), UN truc spontané dans sa vie, et se retrouver avec une sale engine parce que c'est le seul truc qui ressort d'une baignade de minuit à la plage en sous vêtements : c'est quoi ce Karma de mort encore???????????"
N,998530934046642176,@JF_Sebastien @d_schneidermann Espèce d'inculte de la laïcité. La question ne doit se poser à personne. Les engagements civils ne sont pas laïques. Et que vient faire le mariage pour tous avec la laïcité si ce n'est le biais raciste et islamophobe. Et tu remarqueras qu'on la pose qu'aux mêmes
N,998175617685295105,"@AntoninLaMontre @lmpt69 @erwannbinet Ah d'accord, il faut donc aller chercher une manif à Munich pour trouver un néonazi sans soutien de personne. En France, pas une voiture brûlée, pas une vitrine cassée. Et donc c'est le néonazi de Munich qui a justifié la répression violente de Valls et Binet à Paris?"
SH,998240520534192128,"@EMIR_GLADIO @micheltrump1 C clair . Restes ou retournes dans ton pays de menteurs et d assassins , sans les américains israel n est rien . RIEN . toute cette extrême droite israelienne me fait gerber . Vive la Palestine . Et puis vous êtes débarrassé de la racaille ? Quand vos soldats se prennent une 1/2"
H,998489308477698048,"@djidhem @F_Desouche Nous on éduque nos enfants, on ne les met pas dans la rue pour qu’ils deviennent de la racaille tout en profitant des alocs"
N,997873894672527362,"@oreugafr Bah y a rien à dire pour le début de son tweet, le policier n'est pas un nazi. Mais la fin 🤮 ""National-socialisme donc socialisme"" il a rien compris lui, ça n'a rien à voir"
N,998228493329629184,"@Edith_TudorHart @PayeTaShnek L'islamophobe, c'est un raciste car il :       

  1⃣Détecte soigneusement toute présence de femmes voilées dans les médias
  2⃣Déclenche la polémique sur Twitter dès qu’une femme musulmane apparaît un peu trop dans les médias
  3⃣Agite la fachosphère en tweetant comme jamais"
N,998530738126557184,"@MadjidFalastine @karimattia @JLMelenchon @gerardcollomb S'agissant de Mélenchon je reste dubitatif. Je n'oublie pas qu'il a déclaré que d'après lui Zemmour n'était pas raciste et qu'il avait dédouaner la ministre Rossignol concernant ""les nègres qui étaient pour l'esclavage"". Donc... wait and see..."
N,998474366810804225,@GillianeJoe Ils m’en ont parlé. En principe ils n’aiment pas « le reste du monde » qui arrive en terrain conquis. Mais je n’ai pas ressenti de racisme ou d’hypocrisie. Après c’est mon expérience 🤷🏾‍♀️
N,998099890650611712,@Wombat_Knight @Pooopooopeedooo 😅 sois content que ce ne soit pas un wombat peluche hein ! Il a choisi un raton laveur alors tu t'en sors pas trop mal. Tu devrais me remercier même
N,998224645638836224,"#Premium #France 386 Reviews: Apple Iphone Rose 128go Smartphone  Débloqué Reconditionné. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/0FeRHXClDT] https://t.co/RpbybZWqK1"
N,998326609101967360,Sah être raciste a temps plein ça doit vraiment être fatiguant pour l’esprit wsh toute la journée tes haineux mdr c’est vraiment une malédictions
H,998515255960580096,"@Alexandre_Tira @PerdriauGael @saint_etienne_ @letudiant @Univ_St_Etienne @UniversiteLyon La qualité des écoles est une chose que tout le monde reconnaît cependant ce qui est de la vie à l’intérieur de la ville est tout autre chose. Ville morte à 18h, centre où prolifère la racaille et donc déplacements en périphérie des gens qui dépensent. Voilà #SaintEtienne"
N,998259254275596288,@JulienMaurizi Mafieux raciste tout dans la caricature et sinon les fachos dans  les virages à lyon on en parle....et tous les racistes partout sur le territoire français on en parle ou ils sont tous en corse🤫
N,998266939293229056,"@RegisCorbel @VPatriote facho je ne pense pas, le fascisme est de gauche ;) nationaliste oui!
raciste....je crois qu'il n'a aucun problème avec les autres races, il ne casserait pas la figure d'une personne d'une autre race que la sienne."
H,998365242165006336,@Mfpfc24 @Karkace @vinantikilaah Jte jure le mec il a cru c'etais un site porno la meuf zinc défoule toi t'es couille ailleurs viens pas faire l'homme derrière ton écran avec ta stupidité sale clochard
H,997851158537539585,@Cliyah75 Quel truc ? J’ai juste dit qu’elle est blanche tu viens me parler de racisme t complètement possédé va te fr soigner c pas psk un arabe t’a insulté que tu dois te sentir obligé de venir dns mes mentions pour le crier hein
H,998285798549094402,@morandiniblog Pourquoi c était différent de son temps..? Bah non c était même pire et elle ne se gênait pas pour s en foutre plein les poches.. sale frustrée elle n est bonne qu à critiquer les gens à part ça elle ne sait rien faire d autre... ah si ! Faire sa pute sur le plateau de tpmp 😂
H,997941582841204736,"Vraiment une sale race ces Lyonnais. Qu’il profite de jubiler quand leurs président crèvera la corruption sera terminer et Lyon redeviendra la petite tafiole de ce championnat. 
Que les verts l’OM et Paris écrasera #TeamOM https://t.co/eN8cTFEpa4"
N,997794236341813250,@paulpogba salut la star. Je suis le neveu de Franck Sale (le havre). J'aimerais trop te rencontrer avec lui . Je suis fan de toi. Tu ne pourrais faire quelque chose pour nous à clairefontaine par exemple? Un kiff pour nous. Allez Paul et allez les bleus!!!
S,998440609093386240,"@4c05942ab5784b0 @hollandenul @Olivier_Timon @demontvalon1 Encore le méchant blanc amusant mais ceux qui commettent des attentats ne respectent pas les valeurs républicaines laïques,tuent tt ce qui n'est pas musulman ou arabe! qui veulent imposer leur religion mortifère obscurantisme génocidaire raciste c'est vs! https://t.co/bXKJ8oEK53"
H,11,"#UnGayMort c'est choquant, mais un homme ki en encule un autre sa l'est pas? ... reveillez vous bande de moutons"
SH,997961103547207680,@JHONRACHID Je te nique ta mere ton père et toutes ta famille de harki c’est bon comme ca ? tu parles derrière ton téléphone lache twitter. viens me voir juste toi et moi. maintenant on se donne rdv ou tu veux. ta sale tête de harki
N,997990603085541376,"@dumontaxel76 Bah alors #Bwana ? Toi pas comprendre ?
Il faut dire que le footix ayant un champs lexical fort limité, sa capacité à comprendre le monde l'est tout autant.
Les footix, cette sale race de beaufs 😚"
N,997800098301083648,"#Premium #France 386 Reviews: Apple Iphone Smartphone Débloqué Ecran Pouces Gris  Sidéral for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/MY7QmrKCUM] https://t.co/xFvMM6ba8u"
N,998108515838386176,On peut tout faire en France jusqu'à se balader tout nu sur les plage ou même dans les parcs ça ne dérange personne perso chacun fait ce qu'il veut. Mais si par malheur tu décides de d'engager syndicalement avec un voile alors là c'est très grave. Que certains revoient leur ... https://t.co/Mbu0ThjTJI
H,997927292327391232,"@NabilFekir Quelle petite pute, va te faire enculer sale bâtard, toujours par terre comme une merde, je t'encule petite merde @OL @TeamOM_Officiel"
N,998527219755560960,"Le plus triste, c’est qu’en faisant ce sale boulot de complaisance, ils laissent croire aux islamistes qu’ils peuvent atteindre leur objectif génocidaire, et augmentent les souffrances des « palestiniens ».

Criminel, absurde, et vain.

Les medias ont du sang sur les mains. https://t.co/MU6AYElp0B"
N,998165137461739520,"""Français de m… de"", ""négros"", ""sale arabe"" : le bus transportant les footballeurs du HAC pris à partie par des supporters corses https://t.co/9Lkqf0A2aU via @franceinfo"
N,997851739142459392,"Va falloir que je renouvelle ma TL. Entre ceux qui se battent pour savoir si c’est cristalline ou evian la meilleure eau, ceux qui ne parlent que de sujets se terminant en -isme (feminisme, racisme..) et ceux qui s’embrouillent pr savoir si Naruto fume Goku.. j’en peux plus frère"
N,998270115916537856,"@imedmagroune2 @WendyFougere Ton message passerait aussi bien en floutant son nom. 
Sa fonction informe que le racisme fait fi de la classe sociale y compris ""savantes"".
Comme à l'époque de l'empire arabo-musulman ou dans les villes dites ""Lumières"", le recours aux esclaves noirs était signe de prestige."
N,998202161908670464,"#Premium #France 386 Reviews: Apple Iphone Smartphone Débloqué Ecran Pouces  Rose for EUR 244,00. Best Sale Ranking on Amazon! [https://t.co/Nr8gGLYbBv] https://t.co/JB3uVlLZ4o"
N,998240229613096960,@yamasou_y C’est difficile pour certains de reconnaître le racisme des nôtres quand on en subit tellement nous mêmes 😓 Pardonne nous ❤️ Et bon ramadan 🙏🏽
N,997805871999651840,"DÉGUEULASSE !

""Français de m…de"", ""négros"", ""sale arabe"" : le bus transportant les footballeurs du HAC pris à partie par des supporters corses  https://t.co/ua9CdHgcCD"
N,998469801587724290,"@SSSSSELWYN_RPG *Il ne réplique rien à ce que tu dis, se contentant de s'allonger sur le lit pour fixer le plafond qui était également dans un sale état. À croire que la cabane pourrait s'effondrer à n'importe quel moment..* Tu voudrais pas remettre ton t-shirt au lieu de continuer à -"
N,998444258762817536,"@FabReveur Commence par penser. Ensuite, même si ici tu ne t'es rendu coupable que d'islamophobie, tu es aussi raciste. Arrête de tourner autour du pot et assume."
N,997873684869275656,"Ceci est un pré.
Un pré dans le quel des chevaux y vivent .
La mairie a eu l'intelligence de couper l'eau de ce pré lui des éléments des plus essentiels aux besoins de nos animaux q1ns même nous en avertir. 
Heureusement que mont vérifie chaque jour leurs besoins.
C'est sale.😤 https://t.co/heex1lz5Dc"
N,998512305360048129,Donc selon juliette de tolbiac on combat le racisme et l oppression en faisant des reunions en excluant une partie des personnes par leur couleur de peau .... super meuf
N,998549477987377152,"#Premium #France 386 Reviews: Apple Iphone Smartphone Débloqué  Ecran Pouces Rose for EUR 539,00. Best Sale Ranking on Amazon! [https://t.co/cOsSbScFOK] https://t.co/I4UvOnJFZL"
N,998168874767077376,@LarmegOff @LiberezNeezay @Jacopswi @LeBartire @KritikNoFake @Luffy_Critique Et dans mes vidéos je parle avec ma voix...Donc je vois pas le problème...Sale scatophile
N,998315030956445696,@NicolasSarkozy Et comme vous dire elle rapporte ces fruits sa dépend pour qui j étais au 601 Rcr à Arras bref j ai eut le à aucune aide et réinsertion j ai basculé déco autre coter servir le drapeaux et je fini dans un sale quartiers alors vraiment je suis très bien placer pour aide en securite
N,998477907998707713,"Parce que le crachat raciste ne devrait pas pouvoir rester sans réponse, parce qu'une association d'envergure nationale ne devrait pas pouvoir se livrer impunément à l'appel à la haine raciale : https://t.co/ZHFqI6buNT"
N,998081348861612032,"""Français de m… de"", ""négros"", ""sale arabe"" : le bus transportant les footballeurs du HAC pris à partie par des supporters corses https://t.co/qlqSqW9p99 via @franceinfo"
SH,998035693606723584,@AnthoSpart @Snowil695 @DOFUSfr @GamersOrigin Soulevé de la maghrebine vous les babtou fragile jamais vous avez aucune virilité elle vous concidere comme des faible qui se font racketer leur gouter donc soulever de la maghrebine sa ses ton fantasme mais  pas la réalité. Mais parcontre nous on baise vos soeur et sa c est reel
N,997930011528253440,"Un barrage n’arrête pas l’eau. Un barrage régule le flux. C’est notamment un système d’irrigation, qui permet à l’eau croupie d’inonder avec douceur, mais très certainement tous les terrains, des racines jusqu’au racisme."
N,998100655947599872,"les journalistes son complices de cet merd@ on le donnant la parole , une raciste anti-blanc , une tété de Burrico.  te pas contente ? fait demi-tour .Diablolo https://t.co/TpkoELUFC7"
N,998463029342818304,"Qu'on envoie ce #babtou fragile vivre dans une cité islamisée avec femme et enfants, s'il en a. Ensuite, s'il en revient vivant, on l'autorise à nous dire ce qu'il faut ""respecter"". La tolérance avec les intolérants est au mieux de la niaiserie, au pire, un crime. https://t.co/ebpt9CeMg9"
N,997862162587676672,@MarionCanneval Créer votre propre asso féministe noire je suis désolée pour vous mais c clairement du racisme quant une noire est agressee elle est seule et ni l’institution ni les amis etc ne la défendrons nous devons faire qu’un il va falloir s’y résoudre
N,998198736307277826,@MiTiKArSeNiK @steven2878 @CharbelSaghir @jheyraud Ah c'est normal des salut et chant nazi ? Et allez tabasser des supporter adversaire allez nique t mort charlot
N,998338092577804288,"@TobyLeStremon @LilaNoisette ""racisme anti-islam"" franchement, sortir des conneries pareil, tu ferais mieux de la fermer.. L'islam est une race maintenant.."
H,998292438954528770,En vrai les joueurs d'Ajaccio jai rien contre eux ça se voit mazzou c'est un bon c'est leurs putain de supporter et leurs dirigeant d'encule et leurs sale club
H,998508406167261184,Ah bah oui on a la meilleure attaque psq on a mis 5 fois 8 0 a gibraltar donc le fameux 3 4 3 fonctionne sale fils de pute ? 1 match contre une bonne equipe on s est fait rafaler nos morts sale catin #MartinezOut
N,997862979747176449,"@imamette @N_umiere @LordMxra @SarahConnor33 @admneuftrois @Nelmagical @gallactoids @LaurentM54 Rien n’est fait au hasard, le fait que le porc nous soit interdit (pas que chez nous d’ailleurs) c’est l’animal le plus sale et impur, bref je pourrais t’en sortir encore et encore les faits sont là."
H,998319741621145601,Mdr les negro qui ont le célèbrent alors que leur supporters on insulté tous les renoi de l'équipe adverse 👍🏾 des vrais vendu https://t.co/xVtIfiPTkj
N,998312000299073542,@emscotto @Nabil_djellit Déjà je suis pas raciste ni pro fn mais un joueur qui va brancher le public pour moi c est un joueur qui n a pas de cerveau a cause de lui son équipe a perdu
N,997885545123430400,"@FrancsPays @RatelTv1 n'importe quoi !! le mot bougnoule vient de nos ""freres d'armes africains"" ,qui reclamaient un coup d'alcool avant de monter au front !! ""a boule la gnole"" et devenu ""aboul gnole"" avec l'accent,pour finir par bougnoule !!"
N,997869563608993792,Marre des hooligans ! Exclusion d’Ajaccio de toutes les compétitions de football pour une saison ! Bannissement du stade d’Ajaccio pour la même durée ! https://t.co/PuLz2qY1IL
H,998501155025178624,@Squanchyto @LeaTheaux @UneMigraine @FlacoGuapo1825 On fait la même avec ton cadavre so fun putain ! Je vois déjà ta mère posé avec ta sale geule sur tinder
N,998565006198366209,@Benoit_the_pug @GreatTeacherYot @MaximeHaes @Bastiat2022 @netflix Et la dernière fois que je suis passé à Alésia il n'y avait pas de racaille en scooter... Donc ?
N,997892358380425216,"@mandrake3430 @Clem_Autain Le racisme, le communautarisme et les extrémismes se nourrissent de la misère..... Donc il faut lutter contre cette dernière!"
N,998568904464224257,"@benjamin_t__ Non, la suspicion sur la seule base du voile, c’est de l’islamophobie. Le racisme c’est la suspicion sur la base d’une sois disante “race”. Tu peux donc supprimer ton tweet."
N,998492403953782784,"Euh @Cyrilhanouna , c'est pas le présentateur aux canulars homophobes ? Un article dans Gala, un dîner mondain et *hop* Monsieur pinkwash son blason de présentateur potache. Si ça avait été raciste, on n'aurait pas passé l'éponge si facilement... #MaisCestDuPassé https://t.co/mEvtlfo6lM"
N,998556798075461634,@MarleneSchiappa non mais ça va pas? Complètement inutile et raciste de votre part! Le voile est interdit maintenant??? Vous encouragez l’islamophobie et le racisme. Complètement malade!!!! #Fofolle #raciste #malade
N,998292383778459648,@Elsalynka On vient on fait du sale! On vous marque telle une morsure de 🦈 haha. Grâce à nous tu es devenu une femme forte 💪🏾 #menarenotsotrashafterall
N,997847215115853824,"@MohamedLOUIZI @UNEF @celine_pina Ta copine celine est pire, elle est raciste. Sinon,si t'as des preuves, pquoi tu ne portes pas plainte contre ceux que tu ""soupsonnes"" de viols et pédophilie?L'actualité,tristement pour toi,montre que la pédophilie est légion à l'église et les pêtres (ne pas confondre avec imams)"
N,998346368103182336,"on peut pas dire ""merci tu n'es pas raciste tu dis pas le n word pcq tu es blanc.he"" parce que c'est NORMAL, c'est NORMAL de pas être problématique c'est juste vous êtes des imbéciles jsp comment c'est possible de vivre avec vos mentalités en fait??"
N,997971840202104832,"@dhont5 @l_poniatowski pour dénoncer le racisme, il est bel et bien de chair et de sang, partout, dans la rue, dans les commerces, dans le voisinage et le paradoxe c'est de tenter de culpabiliser les victimes de s'en servir d'excuse, même si j'ai épousé la culture française de par ma naissance et ma"
SH,7,"Pour les calmer, faisons des exemples, ressortons la guillotine!! #islamdemerde @musulmanfrance @BCazeneuve"
H,998150041478025217,"#LC1 Méchan_Con fait sa langue de bois aromatisée à l'arrogance .
Pas de convictions intimes avouées(dixit) mais ""votez pour moi"" ! (comme Macron)
Il oublie pas sa rengaine ""tous des fachos si on pense pas comme lui"" 
Putain de sale collabo !"
N,998568589241266177,@cle_ine Il faudra m’expliquer en quoi être anti-religions (&amp; non antireligieux comme j’ai pris soin de préciser) est raciste. Comme si en plus être d’une religion catho = blanc ? Musulman = arabes ? Juif = Israélien ?
N,998254667942461441,"@FBAuvergne @cajounice Quand Olivier Bianchi, maire islamo-gaucho de Clermont rebaptise la place de la Victoire pour contenter la racaille de sa ville ..."
N,997927025037008896,@lemondefr Besson est également un mauvais coucheur dans sa campagne normande du côté de Gacé dans l’Orne. Des refus de respecter la loi à répétition sont le marqueur du caractère de racaille chez ce cinéaste qui par ailleurs se présente en «moralisateur progressiste»!
N,998100173032214529,"""Français de m… de"", ""négros"", ""sale arabe"" : le bus transportant les footballeurs du HAC pris à partie par des supporters corses https://t.co/kEHcaHBbKj via @franceinfo"
N,998357518433824769,Inadmissible en effet. Ce qui s’est produit à Ajaccio doit connaître en retour une fermeté republicaine. Ne jamais faiblir face au racisme et aux racistes car ils salissent la République https://t.co/WZA6lRXp8i
N,997915414561808384,@Martell23075235 @Scarface_benz D’ailleurs personne ne veut de toi nulle part mais c’est pas parce qu’on est raciste c’est parce que t’es con peut importe ton origine
N,998190400308482048,"#Coupons on Loopr #marijuana party bus! CODES: TOUR72, TOUR24, TOUR3 https://t.co/dr3WExsM0H #cannabis #weed #Colorado #stoner #party #pot https://t.co/QrmBmU9Adj"
N,998341447190491137,"quand même il y a des gens qui disent que le métissage c’est l’avenir parce que après il n’y aura plus de racisme, le Brésil est un parfait exemple que ça ne veut absolument rien dire"
H,998270180840169472,Je le jure si t'enlèves pas mon @ j'vais briser mon jeune en insultant toute ta sale famille consanguine issue du Tiers Etat https://t.co/mKMMRVJze9
N,997929928078315520,"Vous avez un restaurant bien cotés, select, bonne bouffe. Vous ne plaisez pas aux gauchistes, ils vous accuseront de discrimination, de racisme et ils s'acharneront pour votre fermeture. Vous serez remplacé !"
N,998289049604513794,"C’est en ce moment. Après 4 cartons rouges. Une invasion du terrain par des spectateurs. Des prolongations. Voilà le temps des tirs au but. M’est avis que le tunnel, les vestiaires et le retour en bus vont être tout sauf Foot-Friendly. Canalisez-vous, les corses, là. (Et perdez). https://t.co/C9Qte62gUr"
S,998549250937098241,#Damas est nettoyée de la racaille jihadistes instrument du new- colonialisme occidental et cap sur les autres régions encore infestées https://t.co/HZGs75Gztb
N,998455342706118656,"@Hart_to_Hart @Lesquenlibre C'est l'inverse e semble-t-il. Ce mariage était un témoignage planétaire pour l'ouverture, le métissage, la dénonciation du racisme. La G.B. sera bientôt peuplée de petits métisses de très haut ""rang"" ."
S,998284900821331968,@TroisiemePoteau Les Corses pourrissent le foot français. Qu'ils restent entre eux on veut plus deux dans nos ligues !!! Sale race de mort que vous êtes
N,998288692564414464,"@JulesLoriaux @laurentwauquiez @OL Et bien que les Socialistes fassent ce qu'ils veulent. Staline a tue des millions d'innocents, l'alliance avec les communistes etait une erreur. Le FN est un parti nazi, Wauquiez n'en est pas loin d'un point de vue idee. #wauquiezgate"
N,998152797345460224,@ValeryGuillon @DidierPorte L’entrisme islamiste au sein de SOS racisme ? L’islamiohobie hysterique fait décidément perdre la raison. Jamais un musulman n’irait se souiller dans cette fange que représente SOS racisme. Tous les présidents d’origine arabe de cette association étaient anti-musulmans.
N,998084861087965184,#Premium #France 243 Reviews: Samsung Galaxy Edge Smartphone Débloqué Ecran  Pouces Simple Noir. Details: 0 Lollipop Capacité : 32 Go Ecran : 5. 1 pouces Réseau - Inf.. Best Sale Ranking on Amazon! [https://t.co/Ic7zymHgWP] https://t.co/44he6J73I5
N,997858943442538496,"#Premium #France 4.6 Stars, 153 Reviews: Honor  View Smartphone Portable Débloqué Ecran 5 99 Pouces Bleu. Details: 5D Ecran 18: 9 - 5. 99"" FHD+ (2160x1080 px) Processeur Octo-.. Best Sale Ranking on Amazon! [https://t.co/iftqR3HZ2I] https://t.co/RgP4d8bLCQ"
N,998334535770300416,Mais pars enft va-t’en sale chien au lieu de faire le mec vénère c’est le dernier match de la saison tu t’es fait baiser a ton propre jeu et tu fais le mec fâché https://t.co/g9REG09ALg
H,998489466472992768,"Ptdddrrrr 😭😭😭😭 Grosse merde que tu es.

Bon sinon ils sont aux États Unies visiblement Si un flic à 2-3 balles qui traînent dans son chargeur qu’il n’hésite pas . On parlera pas de racisme mais de service rendu à la nation. https://t.co/djgmPXdAL2"
N,998508330569162752,"@DominosLigue2 @ACAjaccio @Ligue1Conforama Honte à vous je ne savais pas que la @DominosLigue2 approuver les chant raciste les violence, insulte et j’en passe."
S,998300139973496832,"Tout à l'heure à l'arret, le tram arrivent. 
D'un coup y'a une 20n de rebeu entre 18-30ans qui débarquent, que des têtes de chemkère, qui savent pas ranger leurs yeux. Un sale regard malsain PENDANT l'ramdane !!!"
SH,998114982763094016,"@RMCinfo @florent_gueguen Tiens ? Ce n’est plus du racisme que de le dire ?? Beaucoup de patriotes ont été insultés, comptes suspendus, pour avoir dit que les clandos apportaient leurs maladies .... encore une fois  la tartufferie des médias main stream et des gauchos s’étale au grand jour ...."
N,998474653281767424,"Unpopular Opinion:
Je me moquerait pas des platistes (personnes qui défendent l'idée que la Terre est plate) car je les trouvent beaucoup moins dangereux que celleux qui défendent l'existence du racisme anti-blanc."
N,998107723605700608,"#Premium #France 386 Reviews: Apple Iphone 32go Smartphone Débloqué Argent  Reconditionné. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/rDmoVkTcaV] https://t.co/aCLgEjgMIS"
N,997828914486611968,"#Premium #France 386 Reviews: Apple Iphone 32go  Smartphone Débloqué Argent Reconditionné. Details: Le produit bénéfice d'une garantie d'un an minimum, et peut .. Best Sale Ranking on Amazon! [https://t.co/XOoV1jiMIW] https://t.co/2FKvxzw0sz"
H,998499915859980288,@Mfeguayah @FatMat91HD Patrick Vieira ça te dit rien sale debile profond ? Toi tu mériterais d’être dans une cage au fond du Zimbabwe par contre. Et pas parce que t’es noir mais parce que t’es un déchet
N,998171628340240384,"Ancien refugié somalien, Magid Magid vient d’être élu maire de Sheffield à seulement 28 ans.

« Du racisme à l’islamophobie, j’ai probablement entendu les pires insultes sur ma mère alors qu’ils ne la connaissaient... https://t.co/HWrqCEz7Om"
N,997911664581365766,"@LuLu_Nao_My @prince_sakuma En vrai, c'est pareil pour moi. A part quelques très rares idoles de chair et d'os, c'est uniquement de la 2D. On se sent moins sale et c'est beaucoup plus fun. XD"
N,998503811886014464,"@langlois_thug @Tsahal_IDF Le mot ""Si"" peut créer beaucoup d'illusions. Le Hamas existe parce que l'occupation existe. La résistance en France a existé quand lez Nazis ont occupé Paris.J'utilise votre ""si"" Si la résistance française était légitime à l'occupation Nazi, la résistance du Hamas est légitime"
N,998156407563223040,"donc là jvais être en short ras la moule de sport à la salle car j'retrouve pas mon autre legging propre, ahahahhahahaha j'ai envie de chialer ma sale race avec ma graisse dégueulasse là"
N,997968672705728512,La pub Ariel sur le partage des tâches avec le papa qui décide de faire la lessive quand il voit sa fille imiter sa mère aurait été plus réussie si le mec n'arborait un sourire content de lui de connard qui se prend pour un héros quand il prend la corbeille de linge sale.
